455	 12352 
472	 12047 
478	 2759 
482	 4369 
482	 10947 
504	 6865 
505	 10286 
510	 118 
514	 3625 
517	 6006 
519	 9113 
520	 7164 
527	 9204 
528	 7767 
529	 5156 
534	 552 
535	 10429 
537	 5685 
538	 9689 
538	 10718 
538	 11833 
539	 217 
541	 6206 
541	 7014 
547	 1629 
550	 8512 
552	 11754 
553	 8415 
553	 9294 
555	 458 
555	 10307 
556	 6046 
557	 11959 
559	 3867 
564	 4128 
565	 6589 
568	 9510 
569	 59 
570	 3708 
572	 10525 
575	 9289 
579	 11887 
580	 3517 
584	 7353 
584	 9749 
584	 10978 
585	 1461 
585	 2772 
585	 5622 
585	 12059 
587	 1043 
587	 3933 
588	 3942 
589	 9112 
591	 3165 
591	 6916 
592	 692 
593	 7368 
594	 3697 
595	 8589 
597	 11724 
598	 3349 
598	 9944 
599	 1420 
599	 11660 
599	 12035 
600	 7724 
600	 10173 
600	 10553 
601	 3455 
601	 3768 
602	 4450 
603	 9542 
603	 9787 
604	 4219 
604	 9059 
605	 3171 
605	 3717 
605	 4721 
605	 6191 
606	 6147 
606	 7154 
607	 4429 
607	 8290 
609	 129 
609	 8934 
609	 11967 
610	 7253 
610	 9335 
611	 9433 
612	 2071 
613	 9646 
613	 9822 
614	 8060 
614	 9177 
614	 11288 
615	 1057 
615	 5096 
616	 11018 
617	 10601 
617	 11683 
618	 1215 
618	 11891 
621	 1606 
621	 4709 
621	 5230 
621	 10285 
622	 693 
622	 3574 
622	 10816 
623	 717 
623	 2552 
623	 11202 
623	 11270 
623	 11299 
624	 11057 
625	 2688 
626	 2835 
626	 4871 
626	 9080 
626	 11642 
627	 1945 
627	 3242 
627	 12126 
628	 11854 
629	 1047 
629	 4769 
629	 6069 
629	 11597 
630	 662 
630	 1037 
630	 7430 
630	 8280 
631	 1669 
631	 10541 
632	 3088 
632	 8469 
633	 2892 
633	 10814 
634	 313 
634	 5217 
634	 5269 
635	 5897 
636	 1767 
636	 2238 
636	 3078 
636	 10704 
637	 7632 
638	 3568 
638	 5688 
638	 9801 
639	 1509 
639	 5934 
639	 9486 
639	 9866 
640	 5699 
641	 2696 
641	 9750 
642	 8223 
643	 2930 
643	 6530 
643	 6782 
643	 10240 
644	 711 
644	 2416 
645	 1817 
645	 3731 
645	 8472 
645	 12079 
646	 874 
646	 1069 
646	 1658 
648	 10775 
649	 252 
649	 4775 
649	 9522 
650	 1172 
650	 7920 
650	 8140 
651	 5529 
651	 11845 
652	 1444 
652	 1856 
652	 7697 
653	 5618 
653	 6772 
653	 8120 
654	 4879 
654	 4963 
654	 10487 
654	 11389 
654	 11875 
655	 541 
655	 789 
655	 2172 
655	 2182 
655	 5953 
656	 2137 
656	 4149 
656	 4790 
656	 4792 
656	 8490 
657	 2916 
657	 3037 
657	 6791 
657	 7421 
657	 7572 
657	 9691 
657	 11743 
658	 2683 
658	 5913 
658	 7727 
658	 9015 
658	 10839 
659	 3746 
659	 5240 
659	 9265 
659	 11388 
660	 3183 
660	 8350 
660	 8499 
660	 9683 
660	 12026 
661	 324 
661	 1787 
661	 1935 
661	 3679 
661	 8695 
661	 9668 
661	 10282 
661	 11712 
662	 577 
662	 3532 
662	 4347 
662	 5732 
662	 8466 
662	 10820 
663	 944 
663	 5283 
663	 5888 
663	 10140 
664	 7033 
664	 10620 
665	 482 
665	 1564 
665	 5393 
665	 6107 
665	 6905 
665	 10138 
666	 6826 
666	 8255 
666	 9033 
667	 1560 
667	 5891 
667	 6587 
667	 6848 
667	 11721 
668	 2636 
668	 4287 
668	 5202 
668	 6937 
668	 10078 
668	 12082 
669	 644 
669	 2220 
669	 2569 
669	 5201 
669	 8638 
669	 9249 
669	 10728 
669	 11513 
670	 9999 
671	 4894 
671	 5782 
671	 10030 
672	 591 
672	 5720 
672	 6463 
672	 7202 
672	 7262 
672	 8879 
672	 11808 
673	 188 
673	 2406 
673	 3602 
673	 5815 
673	 6094 
673	 6175 
673	 6229 
673	 6720 
673	 7376 
673	 7511 
673	 8376 
673	 8699 
673	 8870 
673	 9859 
673	 10596 
673	 11431 
673	 12432 
673	 12495 
674	 231 
674	 4504 
674	 4768 
674	 4799 
674	 5722 
674	 5968 
674	 6277 
674	 6492 
674	 9768 
674	 11756 
675	 1755 
675	 3725 
675	 7447 
675	 8758 
675	 10766 
675	 11929 
676	 255 
676	 1140 
676	 1766 
676	 5909 
676	 8031 
676	 8171 
676	 8747 
676	 9784 
676	 10064 
676	 11623 
677	 950 
677	 1488 
677	 1899 
677	 1908 
677	 1917 
677	 2624 
677	 3464 
677	 7007 
677	 7651 
677	 8929 
677	 8944 
677	 9084 
677	 10520 
678	 297 
678	 512 
678	 1408 
678	 2145 
678	 3665 
678	 4235 
678	 4955 
678	 5534 
678	 6244 
678	 6267 
678	 7704 
678	 9642 
678	 10976 
678	 11330 
679	 525 
679	 716 
679	 985 
679	 2793 
679	 3663 
679	 7780 
679	 8655 
679	 9072 
679	 10010 
679	 11152 
679	 11362 
680	 8030 
680	 10702 
680	 10733 
681	 254 
681	 858 
681	 992 
681	 2195 
681	 4614 
681	 5768 
681	 6172 
681	 6917 
681	 7198 
681	 7708 
681	 11992 
681	 12447 
682	 1782 
682	 2301 
682	 2782 
682	 2952 
682	 3035 
682	 5221 
682	 6558 
682	 6740 
682	 10053 
682	 10522 
682	 10905 
683	 60 
683	 2224 
683	 2360 
683	 4005 
683	 4015 
683	 4096 
683	 4767 
683	 4909 
683	 5049 
683	 5467 
683	 5944 
683	 6336 
683	 6567 
683	 6718 
683	 10308 
684	 5255 
684	 7416 
684	 7628 
684	 8781 
684	 9710 
684	 11158 
684	 11415 
685	 1247 
685	 2355 
685	 3762 
685	 4480 
685	 4759 
685	 5111 
685	 5762 
685	 7106 
685	 8240 
685	 11103 
685	 11353 
685	 12155 
686	 2492 
686	 3222 
686	 4934 
686	 6578 
686	 7451 
686	 9141 
686	 11062 
687	 1946 
687	 2180 
687	 4281 
687	 4749 
687	 7534 
687	 9428 
687	 9483 
687	 9571 
687	 9831 
687	 10960 
687	 11097 
688	 538 
688	 593 
688	 1638 
688	 1642 
688	 1821 
688	 3990 
688	 4268 
688	 5084 
688	 5260 
688	 5604 
688	 5636 
688	 6733 
688	 7126 
688	 8380 
688	 10451 
688	 11882 
689	 1746 
689	 2323 
689	 2924 
689	 3021 
689	 3678 
689	 4190 
689	 5954 
689	 6128 
689	 6272 
689	 7565 
689	 8232 
689	 8522 
689	 8884 
689	 9772 
689	 11023 
689	 11314 
689	 11498 
690	 103 
690	 300 
690	 1253 
690	 1944 
690	 2248 
690	 2714 
690	 3562 
690	 4356 
690	 4612 
690	 4724 
690	 4757 
690	 5799 
690	 7163 
690	 7870 
690	 8129 
690	 8229 
690	 8323 
690	 8378 
690	 8427 
690	 8489 
690	 8736 
690	 9092 
690	 10672 
690	 10677 
690	 10969 
690	 11546 
690	 11563 
691	 28 
691	 1350 
691	 1793 
691	 2183 
691	 2400 
691	 8953 
691	 9261 
691	 11173 
691	 12418 
692	 125 
692	 2344 
692	 3047 
692	 4139 
692	 4873 
692	 5996 
692	 6959 
692	 8874 
692	 9174 
692	 9475 
692	 9555 
692	 9763 
692	 10373 
692	 10569 
692	 11253 
693	 569 
693	 708 
693	 737 
693	 1009 
693	 1064 
693	 2252 
693	 2895 
693	 3404 
693	 3500 
693	 3657 
693	 3846 
693	 4486 
693	 4595 
693	 5008 
693	 5853 
693	 6010 
693	 6149 
693	 6288 
693	 6624 
693	 6767 
693	 7457 
693	 7748 
693	 7786 
693	 11610 
694	 889 
694	 982 
694	 1121 
694	 1208 
694	 2237 
694	 2339 
694	 2530 
694	 2770 
694	 3030 
694	 3249 
694	 3718 
694	 3874 
694	 4157 
694	 4788 
694	 5197 
694	 5919 
694	 6129 
694	 7732 
694	 8277 
694	 8933 
694	 9036 
694	 9231 
694	 9386 
694	 9885 
694	 10037 
694	 10236 
694	 10367 
694	 10526 
694	 10806 
694	 10818 
694	 12358 
694	 12417 
694	 12435 
695	 383 
695	 1087 
695	 1100 
695	 1385 
695	 1427 
695	 1847 
695	 1999 
695	 2528 
695	 2535 
695	 3545 
695	 3603 
695	 3918 
695	 4187 
695	 4224 
695	 5271 
695	 6623 
695	 6912 
695	 7151 
695	 7544 
695	 8091 
695	 8262 
695	 8763 
695	 9417 
695	 10608 
695	 10944 
695	 11985 
695	 12111 
695	 12164 
695	 12208 
695	 12411 
696	 1330 
696	 3723 
696	 4136 
696	 4321 
696	 4578 
696	 7571 
696	 8578 
696	 10761 
697	 357 
697	 426 
697	 698 
697	 2185 
697	 2852 
697	 3246 
697	 4156 
697	 4434 
697	 4550 
697	 5577 
697	 6139 
697	 6192 
697	 7051 
697	 7779 
697	 8086 
697	 9991 
697	 10343 
697	 10786 
697	 11640 
697	 11753 
698	 119 
698	 1050 
698	 1308 
698	 2310 
698	 3126 
698	 3219 
698	 4318 
698	 4454 
698	 6490 
698	 6601 
698	 7120 
698	 8056 
698	 9476 
698	 9544 
698	 9823 
698	 10090 
698	 11615 
699	 244 
699	 796 
699	 836 
699	 3085 
699	 3114 
699	 3290 
699	 3348 
699	 3373 
699	 3601 
699	 4538 
699	 4785 
699	 4924 
699	 4986 
699	 5850 
699	 6358 
699	 7282 
699	 7304 
699	 8393 
699	 8570 
699	 9132 
699	 9304 
699	 9314 
699	 9962 
699	 10038 
699	 10893 
699	 11844 
699	 11969 
699	 12377 
700	 393 
700	 621 
700	 1122 
700	 1212 
700	 2231 
700	 2777 
700	 5563 
700	 6226 
700	 6306 
700	 6564 
700	 7386 
700	 7918 
700	 8059 
700	 8564 
700	 8887 
700	 9042 
700	 9130 
701	 1868 
701	 1956 
701	 2851 
701	 3471 
701	 4238 
701	 6097 
